Date,Symbol,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
,TCS,3050.2,3050,3089,2992.1,,3075.8,3044.72,1681250,5.11894E+14,86645,706762,0.4204
26-02-2018,TCS,3075.8,3075,3089.95,3021.2,3025.6,3031.7,3044.1,681941,2.07589E+14,45004,292334,
27-02-2018,TCS,3031.7,3041,3078.55,3032,3042,3042.35,3054.42,858900,,49207,299428,0.3486
28-02-2018,TCS,,,3063.95,3021.45,3033.4,,3040.16,1353432,4.11465E+14,80437,,0.6366
01-03-2018,TCS,3035.05,3049,,3020,3033,3037.7,3042.25,859062,2.61348E+14,77493,522085,0.6077
05-03-2018,TCS,3037.7,3049,3113.65,3032.95,3103,3105.85,3075.76,1429084,4.39552E+14,81638,785748,0.5498
,TCS,3105.85,3122,3127,,3041,3042.8,3087.33,953382,2.9434E+14,60270,469034,0.492
07-03-2018,TCS,3042.8,3070,3089,3018.5,3028.7,3027.45,3045.28,958886,2.92008E+14,54736,437656,0.4564
08-03-2018,TCS,3027.45,3054.9,3054.9,2987.5,3001.85,3003.95,3017.6,975913,2.94492E+14,43364,655914,0.6721
09-03-2018,TCS,3003.95,,,2977.2,3035,3034.1,3030.68,936218,2.83738E+14,53978,310682,0.3318
12-03-2018,TCS,3034.1,,3083.9,3035.5,3046.95,3052.15,3060.88,1045670,3.20067E+14,,492433,0.4709
13-03-2018,TCS,3052.15,2924.9,2939.7,2872,2886.1,2886.8,2880.44,44033577,1.27E+16,216131,31556256,0.7166
,TCS,2886.8,2892.95,2923.05,2875.05,2887.85,2886.9,2899.62,1834334,5.31888E+14,75794,797351,0.4347
,TCS,2886.9,2895,2902.55,2855.6,2867,2869.7,2876.92,1174453,3.37881E+14,53254,440516,0.3751
16-03-2018,TCS,2869.7,2868.8,2872,2805,2828,2825.7,2834.32,3598741,1.02E+15,151066,2487922,0.6913
19-03-2018,TCS,2825.7,2829,2848,2820,,2831,2832.48,1744970,4.94259E+14,93179,1297258,0.7434
,TCS,2831,2820,2873.2,2819,2870,2864.85,,2012492,5.74016E+14,79442,1433569,0.7123
,TCS,2864.85,2872.5,2884.3,2850,2856.1,2856.75,2865.76,1953839,5.59924E+14,88110,1528562,0.7823
22-03-2018,TCS,2856.75,2859.95,2875.95,2822.55,2824,2831.35,2843.57,1163047,3.30721E+14,72687,,0.7535
23-03-2018,TCS,2831.35,2802,2834.1,2798.05,,2818.15,2816.79,1827061,5.14644E+14,77575,1259843,0.6895
26-03-2018,TCS,2818.15,2819,2827.4,2781.55,2817,,2812.33,1482105,4.16816E+14,76911,1046954,0.7064
,TCS,2817,2825,2863,,2843.8,2847.7,2845.6,1247287,3.54928E+14,101404,867902,0.6958
28-03-2018,TCS,2847.7,,,,2849.35,,2854.33,3432827,9.79842E+14,127771,2654970,0.7734
02-04-2018,TCS,2849.15,2840,2914,2840,2903,2909.65,2888.94,831494,2.40214E+14,67851,428437,0.5153
03-04-2018,TCS,,2892.1,2929.9,2892.1,2908.4,2911.25,2907.92,968645,2.81674E+14,49338,,0.6869
04-04-2018,TCS,2911.25,2929.45,2934,2892,,2910.9,2914.91,1420910,,73678,1068225,0.7518
05-04-2018,TCS,2910.9,2926.55,2963.75,2920.35,2954.1,2957.95,2949.56,904712,2.6685E+14,50519,619923,0.6852
06-04-2018,TCS,2957.95,,2960,2926.55,2939.7,2950.3,,564509,1.66174E+14,35618,327149,0.5795
09-04-2018,TCS,2950.3,2939.7,2963.5,,2925.05,2923.9,,617933,,61304,377241,0.6105
10-04-2018,TCS,2923.9,2925.7,2957.25,2925.7,,2937.6,2943.58,592266,1.74338E+14,56834,369579,0.624
11-04-2018,TCS,2937.6,2950.6,3025,2945.6,3010,3014.15,2987.68,1562208,4.66738E+14,79572,982143,0.6287
12-04-2018,TCS,3014.15,3010,3150,3007.95,3136,3139.25,3116.29,3057180,,138550,1663392,0.5441
13-04-2018,TCS,3139.25,3150,3240.8,3132.1,3145.5,,3181.37,4089559,1.30104E+15,147501,2142872,0.524
,TCS,3153.3,3116,3199.95,3110.75,3185.05,3187.65,3169.39,3135137,9.93646E+14,142448,1707483,0.5446
17-04-2018,TCS,3187.65,3187.65,3194.95,3147.2,3163.6,3166.6,3165.81,1650862,5.22632E+14,119475,1077647,0.6528
18-04-2018,TCS,3166.6,,3193.45,3145.85,3162.7,3159.1,3166.57,1216533,3.85223E+14,57846,,0.5542
19-04-2018,TCS,3159.1,,3217.2,3165.75,3191.15,3191.15,3190.56,2410476,7.69077E+14,108523,,0.5373
20-04-2018,TCS,,3250,3422.35,3240,3414,3402.45,3351.07,9232831,3.09399E+15,287034,2973300,0.322
23-04-2018,TCS,3402.45,3424,,3389.55,,3408.65,3478.05,7592955,2.64087E+15,296796,2307114,0.3038
,TCS,3408.65,3410,,,3380,3385.65,3385.7,4157168,1.40749E+15,191406,1852622,0.4456
25-04-2018,TCS,3385.65,3385,3483,3365.05,3466,3470.25,,4098287,1.41196E+15,186272,1646688,0.4018
26-04-2018,TCS,3470.25,3467,,3467,3523.95,,3528.84,6067517,2.14113E+15,155107,3148760,0.519
27-04-2018,TCS,3539.25,3525,3544,3420,3458,3451.95,3475.49,2250665,7.82217E+14,143297,1128370,0.5013
30-04-2018,TCS,3451.95,,3549,3437.6,3529,3532.1,3523.56,1729279,,109746,740868,0.4284
02-05-2018,TCS,3532.1,3530.5,3532.2,3471.3,3500,3499.75,3496.99,1579023,5.52183E+14,142452,1035607,0.6559
03-05-2018,TCS,3499.75,3509.8,3526,3470.4,3481.75,3481.85,3501.58,1880775,6.58568E+14,132523,,0.6097
04-05-2018,TCS,3481.85,3492,3497,3470,3479,3480.75,3485.14,1173622,4.09024E+14,60186,697005,0.5939
07-05-2018,TCS,3480.75,3490,,3410.9,3428,3420.95,3438.41,1742213,5.99044E+14,95521,1155927,0.6635
08-05-2018,TCS,,3434.7,3486.5,3396.7,3440.2,3441.2,3447.8,1496410,5.15932E+14,75803,710340,0.4747
09-05-2018,TCS,3441.2,3440.2,3494.75,3440.2,3488.5,3489.3,3480.95,,4.55142E+14,74986,754487,
10-05-2018,TCS,3489.3,3502.95,3511.15,3440.2,3446.3,3451.25,3478.59,1929339,6.71138E+14,78782,1044165,0.5412
11-05-2018,TCS,3451.25,3454.2,3485,3442.5,3461,3456.95,3461.07,1313938,4.54764E+14,44332,734225,0.5588
14-05-2018,TCS,3456.95,3457,3471,,3440,3433.55,3427.81,1216947,4.17146E+14,67155,738191,0.6066
15-05-2018,TCS,3433.55,3450,3495.8,3433.7,3487,,3477.97,,3.39605E+14,72769,426098,
16-05-2018,TCS,3482.4,3479.95,,3475.25,3497,3493.9,,824225,2.88001E+14,62359,462112,0.5607
17-05-2018,TCS,3493.9,3512.95,3533.15,3476,3480.8,3491.8,3509.69,,5.20846E+14,147144,968752,
18-05-2018,TCS,3491.8,3480.8,3517.7,3458,3495,3502.05,3487.86,937498,3.26986E+14,71488,,0.5527
,TCS,3502.05,3528.7,3592,3518.05,3551.8,3556.75,3567.15,1723089,6.14652E+14,,883903,0.513
22-05-2018,TCS,3556.75,3558,3574.95,3493.7,3514.4,3508.9,3520.43,928708,3.26945E+14,71360,523307,0.5635
23-05-2018,TCS,3508.9,3525,3545,3481,3498.95,3495.1,3513.84,753649,2.6482E+14,,407054,0.5401
24-05-2018,TCS,3495.1,3510,3615,3502.35,3610.75,3603.7,3579.69,,5.30209E+14,78667,655097,0.4423
25-05-2018,TCS,3603.7,3625,3674.8,3572.55,,3585.8,,1884886,6.848E+14,142355,954659,0.5065
28-05-2018,TCS,3585.8,3616.5,3616.5,3486,3499.35,3502.05,3516.38,1858399,,142950,1041835,0.5606
29-05-2018,TCS,3502.05,3529.9,3544,3488,3519.95,3523.5,3517.42,1762656,6.20001E+14,101072,,0.4736
30-05-2018,TCS,3523.5,3509.05,3533,3482.5,3507.5,3514.1,3508.9,1889553,6.63024E+14,125085,1124217,
31-05-2018,TCS,,1734,1759.05,1726.1,1748.85,1741.05,,5049371,8.79825E+14,207998,3447026,0.6827
01-06-2018,TCS,1741.05,1754,1757.5,1716.3,,1732.45,1742.29,1603856,2.79439E+14,74272,924751,0.5766
04-06-2018,TCS,1732.45,1745,1749,1712.6,1742,1744.25,1730.25,1681483,2.90939E+14,96686,928452,0.5522
05-06-2018,TCS,1744.25,1744,1751.9,1711.15,,1721.6,1728.88,2449568,4.235E+14,133067,1492228,
,TCS,1721.6,1723,1734.9,1715.2,1725,1725.75,1725.85,2236512,,,1573892,0.7037
07-06-2018,TCS,1725.75,1725,1749,1723.8,1734.05,,1738,2414762,4.19685E+14,105531,1639426,0.6789
08-06-2018,TCS,1735.55,1735,1757.3,1735,1742.95,1747.1,1748.59,2582138,4.5151E+14,90908,,0.6355
11-06-2018,TCS,,1747.1,1763,1743,1750.9,1749.7,1752.55,2179378,,104681,1659838,
12-06-2018,TCS,1749.7,1757,1785,1753,1781.05,1781,1773.52,4608875,,108707,3580858,0.7769
13-06-2018,TCS,1781,1816,1831.65,1798,1824,,1818.17,5370983,9.76538E+14,236378,2862488,0.533
14-06-2018,TCS,1824.1,1830,1832.3,1784,1784.95,1787.55,1795.49,3819998,6.85877E+14,185231,2405344,0.6297
15-06-2018,TCS,1787.55,1800,1847.1,1788.6,1840,,1823.42,9183574,1.67455E+15,232555,,0.4625
18-06-2018,TCS,,1867.95,1867.95,1822.15,1824,1829,1840.85,4674987,8.60596E+14,,2287621,
19-06-2018,TCS,1829,1822.15,1839,1821,1822.9,1824.5,1829.83,3245034,5.93786E+14,139033,1712806,0.5278
20-06-2018,TCS,1824.5,1832,,1818.6,1820,1822.45,1828.68,3107695,5.68297E+14,151059,2297300,0.7392
21-06-2018,TCS,1822.45,1832,1832,1817.6,1820,1819.35,1822.83,2910659,5.30564E+14,130989,2119842,0.7283
22-06-2018,TCS,1819.35,,1827,1799.55,1809,1809.8,1810.38,2949458,5.33963E+14,225703,2149173,0.7287
,TCS,1809.8,1811.9,1822.35,1806,1817.75,1819.25,1817.52,2083217,3.78628E+14,115086,,
26-06-2018,TCS,1819.25,1823,1861,1821,1852.05,,1842.52,,8.62246E+14,160270,3197021,0.6832
27-06-2018,TCS,1852,,1885.15,1851.25,1857.5,1858,1870.51,4081208,7.63392E+14,163411,1967182,0.482
28-06-2018,TCS,1858,1865,1871,1826.3,1844.1,1842.7,,,,176902,3110366,0.6363
29-06-2018,TCS,1842.7,1844.9,1867.4,1842.3,1844.95,1847.75,,3506276,6.49098E+14,,2265670,0.6462
,TCS,1847.75,1852,1857.8,1841.1,1854.05,1851.35,1852,2650290,4.90834E+14,137325,1969574,0.7432
03-07-2018,TCS,1851.35,1859.95,1879.9,,1874.25,,1872.16,3242233,6.06999E+14,191297,2047537,0.6315
04-07-2018,TCS,1874.05,1879.9,1879.9,,1867,1866.15,1863.61,2700614,5.03289E+14,116958,1997832,0.7398
05-07-2018,TCS,1866.15,1873,1887.5,1862.1,1883.8,1880.3,1874.33,2472571,4.63441E+14,94620,,0.6391
06-07-2018,TCS,1880.3,1882.85,1921,1881.65,1917.75,1912.95,1907.65,3713781,7.08461E+14,143673,2110559,0.5683
09-07-2018,TCS,,1924,,1876.5,1884.2,1883,1888.15,6151747,1.16154E+15,193730,4089052,0.6647
10-07-2018,TCS,1883,1898,1898.9,1870.75,1876.05,1875.1,1881.79,5303302,9.9797E+14,187687,3366084,0.6347
11-07-2018,TCS,,1900,1998,1894.15,1970,1979.9,,22903802,4.47081E+15,482657,9308170,0.4064
,TCS,1979.9,,1990.9,1960.5,1973,1971.35,1972.52,6921701,1.36532E+15,204057,3235315,0.4674
13-07-2018,TCS,1971.35,1975,1997.9,1974,,,1986.23,4148185,,146909,1571340,0.3788
16-07-2018,TCS,1981.1,1990,1996,1977.45,1988.85,1989.2,1988.74,2582159,5.13524E+14,112338,1428885,0.5534
17-07-2018,TCS,1989.2,1989,,1981,2000,2002.15,1994.6,3315492,6.61307E+14,,2074936,0.6258
18-07-2018,TCS,2002.15,2005,2011.7,1993.05,,2000.25,2000.88,2013869,4.02951E+14,93022,1182682,0.5873
19-07-2018,TCS,2000.25,2002.1,2010.45,1970,1986,1981.4,1984.27,1746318,3.46517E+14,81270,806524,0.4618
20-07-2018,TCS,1981.4,,,1984,1998.1,1996.6,1993.61,,3.85763E+14,97910,1145691,0.5921
23-07-2018,TCS,1996.6,2001,2009.95,1986,2001.1,2005.65,2005.83,2086201,4.18457E+14,88812,1490091,0.7143
24-07-2018,TCS,2005.65,2015,2015,1984.15,1996.45,1999,1998.52,,4.07382E+14,96571,1388444,0.6811
25-07-2018,TCS,1999,2001.9,2002,,1977.5,1981.5,1979.25,1535492,3.03913E+14,92993,878512,0.5721
26-07-2018,TCS,1981.5,1974.95,1985,1955.1,1956,1964.7,1968.67,3503036,6.89633E+14,110618,2533158,0.7231
27-07-2018,TCS,1964.7,1960.85,1964.65,1940.3,1943.75,1943.75,,2033977,3.96327E+14,103516,1389322,0.6831
30-07-2018,TCS,1943.75,1943,1954.7,1931.55,1944.3,,1942.3,,3.06739E+14,74802,862487,0.5461
31-07-2018,TCS,1944.6,1942,1947,,1947,1940.2,,2204803,4.26597E+14,125163,1494920,0.678
,TCS,1940.2,1949.95,1981.55,1949.8,1973,1976.5,,2425180,,94019,1409120,
02-08-2018,TCS,1976.5,1980,,1945,1947.5,1948.4,1960.41,1509287,2.95882E+14,85680,842778,0.5584
03-08-2018,TCS,1948.4,1956.5,,1956.5,1978,1979.45,1973.58,1505131,2.9705E+14,91920,938806,0.6237
,TCS,1979.45,1997,1998.95,1972.25,1975.05,1975.55,1981.25,1532249,3.03577E+14,62917,920478,0.6007
07-08-2018,TCS,1975.55,1978.2,1979.15,1960.5,1969,1967.35,1967.34,1353560,2.66291E+14,95485,,0.6757
08-08-2018,TCS,1967.35,,1978.3,1962,1975,1974,1969.57,1315062,2.5901E+14,78555,,0.6862
09-08-2018,TCS,1974,1980,1980.8,1966,,1974.35,1974.51,2060297,4.06807E+14,88956,1627842,0.7901
10-08-2018,TCS,1974.35,1980.95,,1972.05,1992,1993.1,1985.67,,,105306,2064227,0.7414
,TCS,1993.1,1997.8,,1990,1999.5,2000.15,1998.04,3559575,7.11218E+14,176860,2630963,0.7391
14-08-2018,TCS,2000.15,1992,2024.6,1982.4,2000,2003.55,2010.34,3311765,6.65777E+14,120349,1934826,0.5842
16-08-2018,TCS,2003.55,2000.3,2020.05,1995,2009.1,2008.5,2008.49,2152065,4.32241E+14,153660,1390016,0.6459
17-08-2018,TCS,2008.5,2013.85,2021.9,2004,2010,2012.75,2012.85,1213731,2.44306E+14,,719022,0.5924
20-08-2018,TCS,2012.75,2024,2024,2003.7,2014.15,2009.95,2011.43,,3.1922E+14,125610,1020783,0.6432
21-08-2018,TCS,,2010.15,2024,2004,2014,2017.65,2015.38,1376866,2.7749E+14,67624,826204,
23-08-2018,TCS,2017.65,2022.8,2038,2020.3,2033.9,2035.1,2030.81,3046791,6.18746E+14,147069,2229341,0.7317
24-08-2018,TCS,2035.1,2035.1,2046,2031,2041.6,,2041.86,1570533,3.2068E+14,,1071112,0.682
27-08-2018,TCS,2043,2043,2059,2035,2050.05,2050.9,2051.79,1532702,3.14479E+14,95164,,
28-08-2018,TCS,2050.9,2055,2072,2052,2069.95,,2065.5,1987983,4.10618E+14,108533,1297603,
29-08-2018,TCS,2069.2,2072.5,2076.6,2045.6,2073.25,2072,2065.1,1525867,3.15107E+14,,896703,0.5877
30-08-2018,TCS,2072,2068,2085,2065.5,2081.25,2082.4,,,5.004E+14,125517,1793156,0.7447
31-08-2018,TCS,2082.4,2082.3,2092,2074,2078,2078.4,,2504554,5.21472E+14,137612,1422197,0.5678
03-09-2018,TCS,2078.4,2084.8,2090,2048.4,2050.3,2052.9,2072.5,1439711,2.9838E+14,66713,816070,0.5668
04-09-2018,TCS,2052.9,2059.8,2104.75,2056.95,2100,2098.9,2093.77,4420803,9.25615E+14,272369,2931637,0.6631
,TCS,2098.9,2100,2107.25,2075.05,2077,2079.25,2086.52,1681106,3.50766E+14,,1034014,0.6151
06-09-2018,TCS,2079.25,2075,2081.5,2060.3,,2075.3,,2238097,4.63377E+14,123504,1585975,0.7086
07-09-2018,TCS,2075.3,2079.3,2084,,2078.75,2079.85,2076.27,1312182,2.72445E+14,91094,898428,0.6847
10-09-2018,TCS,2079.85,,2093.4,2074.25,2084,2080.75,2083.98,1530539,3.18962E+14,96119,1177046,0.769
11-09-2018,TCS,2080.75,,2089,2042.2,2045.15,2046.25,2055.93,3679745,7.56531E+14,153230,2033267,0.5526
12-09-2018,TCS,2046.25,2052.35,2068.9,2040,2045,2043.95,2048.93,2307661,4.72823E+14,135528,1632725,0.7075
14-09-2018,TCS,2043.95,2044,2071.55,2018.15,2066.95,2065.4,2042.02,3642038,,,2334308,0.6409
17-09-2018,TCS,2065.4,,2077.8,2054.55,2072,2074.15,2067.17,1033857,2.13716E+14,66371,547913,0.53
18-09-2018,TCS,2074.15,2073,,2057.6,,2070.75,2069.75,,3.01461E+14,77936,,0.6716
,TCS,2070.75,2071.9,2089,2066.85,2076,2077.9,,1301268,2.70862E+14,122321,893572,0.6867
21-09-2018,TCS,2077.9,2077,2121,2050.15,2111.9,2103.15,2083.75,4508530,9.39463E+14,,3097568,
24-09-2018,TCS,2103.15,2115,2210.5,2098.15,2208,2198.45,2168.27,3032226,6.57467E+14,134605,1315871,0.434
25-09-2018,TCS,2198.45,,2211.9,2153.8,2183.1,2183.2,2186.15,,6.27157E+14,141519,1361286,0.4745
26-09-2018,TCS,2183.2,2187,2199,2135.1,2147.15,2142.15,,1970951,4.26081E+14,95921,1029552,0.5224
27-09-2018,TCS,2142.15,2141.9,2209.7,,2185,2188.85,2175.57,3311802,7.20505E+14,110444,2154576,0.6506
28-09-2018,TCS,,2178,,2158.85,2186,2183.7,2177.54,2904371,6.32439E+14,150520,1991218,0.6856
01-10-2018,TCS,2183.7,2190.9,2275.95,2190.35,,2255.55,,3772208,8.45865E+14,201352,,0.526
,TCS,2255.55,,2255,2155.6,2156.65,2162.85,2195.08,3902322,8.56589E+14,,2169318,0.5559
04-10-2018,TCS,2162.85,2156.6,2156.65,2056.35,2063,2064.8,2084.35,4762419,,190870,2569525,0.5395
05-10-2018,TCS,2064.8,2050,2120,2020.9,2100,2102.65,2079.05,,7.10543E+14,141442,1731277,
08-10-2018,TCS,2102.65,2102.65,2122.2,2048.15,2077.4,2077.55,2074.99,2010154,4.17105E+14,133651,757445,
09-10-2018,TCS,2077.55,2080.35,2107.65,2053.2,2093.2,2091.8,2086.07,1867130,3.89497E+14,95316,945345,0.5063
10-10-2018,TCS,,2100,2105.95,2029,2044,2043.6,2063.1,,5.67263E+14,185433,1502793,0.5466
11-10-2018,TCS,2043.6,1985,2013,1941,1995,1979.95,1984.8,4700256,9.32905E+14,217064,2021364,0.4301
12-10-2018,TCS,1979.95,,1978,1903,1920,1918.3,1927.35,,1.80656E+15,337356,2762121,0.2947
15-10-2018,TCS,1918.3,1940,1955.55,1920,1954.6,1949.5,1939.74,2638151,5.11732E+14,102337,763748,0.2895
16-10-2018,TCS,1949.5,1958,,1935,1964.05,1962.3,1952.66,2815425,5.49757E+14,116402,1452366,0.5159
17-10-2018,TCS,1962.3,1970,1989,,1930,1929.4,1945.4,2779207,5.40666E+14,149723,1740869,0.6264
19-10-2018,TCS,1929.4,1929,,1870.05,1920,1913.2,1896.96,3428776,6.50426E+14,152721,2021191,0.5895
,TCS,1913.2,1914,1916,1886.95,1900.25,1903,1903.03,1778496,3.38453E+14,104583,1098447,
,TCS,1903,,1898,1837,1847.75,1843.65,1865.59,,,150962,1768972,0.6426
24-10-2018,TCS,1843.65,1852.05,1874,1811.1,,1848.5,1841.95,2735913,5.03941E+14,143163,1233577,
25-10-2018,TCS,1848.5,1844,1876.9,1825.05,1845,1853,1859.3,2507233,4.66171E+14,160372,1384218,0.5521
26-10-2018,TCS,,1853.9,1853.9,1791.1,1796,1799.1,1813.56,2285970,4.14574E+14,166483,1227023,0.5368
,TCS,1799.1,1808.7,1877.95,1784.35,1866,1871,1832.62,2609483,4.78219E+14,119651,1435920,
30-10-2018,TCS,1871,1867,1909.4,1845,1894,1894.8,,2404883,4.54664E+14,125360,1105832,0.4598
31-10-2018,TCS,1894.8,1900,1943.9,1875.45,1934.6,,1915.93,2769190,5.30557E+14,,,0.5294
01-11-2018,TCS,1938.15,1943.65,1944.35,1901.3,1928,1935.75,1918.75,2769759,5.31447E+14,136593,1759583,
02-11-2018,TCS,1935.75,1934.2,1954.6,1905,1913.45,,1926.04,1818635,3.50276E+14,,770182,0.4235
05-11-2018,TCS,1913.45,,1927.35,1884.75,1894,1890.85,1901.41,1713366,3.25781E+14,97267,932470,0.5442
06-11-2018,TCS,1890.85,1894,1937.5,1891,1930,,1926.88,,2.69514E+14,81458,581307,0.4156
07-11-2018,TCS,1932.7,1940,1949,1937,1941,1942.15,,144530,2.80714E+13,9190,41471,0.2869
09-11-2018,TCS,1942.15,1961,1961.95,1905,1908,1909.2,1918.61,2570479,4.93175E+14,201582,1692526,0.6584
12-11-2018,TCS,1909.2,1908.5,,1908.5,1917.8,1914.85,1928.01,2552008,4.92028E+14,94374,1323167,0.5185
13-11-2018,TCS,1914.85,1915,1939,1903,,1934.95,1927.95,1418432,2.73466E+14,60182,724102,0.5105
14-11-2018,TCS,1934.95,1925,1929.9,,1880,1880.65,1883.81,,4.5632E+14,112536,1410903,0.5825
15-11-2018,TCS,1880.65,1864,1899,1857.6,1877,1872.85,1881.5,1829123,3.4415E+14,,746855,0.4083
16-11-2018,TCS,1872.85,1889,1899.8,1870.25,,1886.6,1883.01,1829729,3.4454E+14,86826,1011076,0.5526
19-11-2018,TCS,1886.6,1899,1907.35,1864.3,1902,1902.45,1883.58,1740628,3.2786E+14,,964132,0.5539
20-11-2018,TCS,1902.45,,1902,1874.2,1880,1878.25,1883.47,1190182,2.24167E+14,60265,569446,0.4785
21-11-2018,TCS,1878.25,1871,1871.05,1798.55,1813,1812,,3840461,,182675,1879471,
22-11-2018,TCS,1812,1820,1847.6,1809.95,1816.2,1812.55,,3194219,5.84744E+14,139414,1785075,0.5588
26-11-2018,TCS,1812.55,1819,1860,,1846,1846.1,1813.41,4333177,7.85783E+14,203328,2541269,0.5865
27-11-2018,TCS,1846.1,1854,1897.9,1835.35,1895,1890.25,1864.24,3344839,6.23557E+14,143244,1708874,0.5109
28-11-2018,TCS,1890.25,1889,1989,1882.5,1985.05,1983.9,1951.77,5313249,1.03702E+15,227744,2551399,0.4802
29-11-2018,TCS,1983.9,1997,1997,1942.55,,1960.55,1964.64,4035441,7.92819E+14,,1363605,
30-11-2018,TCS,1960.55,1966,1991,1959.85,1974.8,1968.25,1972.18,5268901,1.03912E+15,205076,3365155,0.6387
,TCS,1968.25,1984,1990,1968.3,1984,1982.4,1978.67,1610576,3.1868E+14,125194,839773,0.5214
04-12-2018,TCS,1982.4,1983,2019.4,1971,2009.85,2010.85,2004.77,3270615,6.55682E+14,,1493209,0.4566
05-12-2018,TCS,2010.85,,2018,1985,2003.9,2006.75,2004.02,2501539,5.01312E+14,,1257790,0.5028
06-12-2018,TCS,,,2017,1979.6,1990,1992.7,1997.82,2321216,4.63737E+14,,1077051,0.464
07-12-2018,TCS,1992.7,1985.05,,1973,1999.85,,1991.36,1680420,3.34633E+14,99269,,0.4689
10-12-2018,TCS,1995.2,1975,2011,1960,,1975.8,1988.81,2010786,3.99907E+14,131125,881798,0.4385
,TCS,1975.8,1970,2010,1961,1997.05,2000,1993.07,2942014,5.86363E+14,155565,1411423,
12-12-2018,TCS,2000,2001.1,2022,1984.95,2016.5,2016.8,2011.87,,4.46634E+14,137802,941049,0.4239
13-12-2018,TCS,2016.8,2024,2029.7,1974.5,1981.95,1982.6,1995.57,3748429,7.48024E+14,230059,,0.5904
14-12-2018,TCS,1982.6,1983,1998.95,1975.25,1989,,1984.61,2473761,,,,0.587
17-12-2018,TCS,,1999,2004.9,1985,1992.9,1994.3,1993.85,1227921,2.4483E+14,82547,,0.4792
18-12-2018,TCS,1994.3,1991.9,2002,1976.4,1987.9,1987.85,1986.56,,3.51371E+14,98048,969344,0.548
19-12-2018,TCS,1987.85,1984.8,1984.8,1960.05,1970.8,1968.45,,2498833,4.9198E+14,162431,1521333,0.6088
20-12-2018,TCS,1968.45,1953.8,1974.9,1946,,,1955.65,1940277,3.79451E+14,110330,985457,0.5079
21-12-2018,TCS,,1948,1950,,1905,1895.8,1913.17,3729956,7.13605E+14,148411,2165114,0.5805
24-12-2018,TCS,1895.8,1905.8,1938.9,1905,1922,1918.5,1924.7,,,,584722,0.3137
26-12-2018,TCS,1918.5,1921.8,1921.8,1870.25,1892,1889.2,1884.77,2446614,4.6113E+14,97165,1206484,0.4931
27-12-2018,TCS,1889.2,,1941.7,1872.1,1909.1,1908.95,1920.44,4968201,9.54115E+14,143656,1869270,0.3762
28-12-2018,TCS,1908.95,1915,1920,1893,1897,1896.05,1907.36,2239130,4.27084E+14,112230,1238176,0.553
31-12-2018,TCS,1896.05,1908,1909,1886.15,1894.75,1893.05,1896.42,1879740,3.56477E+14,66284,1025862,
01-01-2019,TCS,1893.05,1896,1910,1885,1905.9,1902.8,1899.78,1094883,2.08003E+14,32636,489139,0.4468
02-01-2019,TCS,1902.8,1905,1934.45,1900,1919,1923.3,,2100463,4.03899E+14,,664045,0.3161
,TCS,1923.3,1919,1944.95,,1901,1899.95,1916.85,2611668,5.00618E+14,144072,1250117,0.4787
04-01-2019,TCS,1899.95,1900,1901.2,,1882,1876.85,1869.19,4280862,8.00174E+14,208198,1657983,0.3873
07-01-2019,TCS,1876.85,1891.8,1908.8,1881,1898,,1894.04,1856423,3.51613E+14,,956009,0.515
08-01-2019,TCS,1897.9,1905.4,1906.4,1883.3,1891,1893.55,1892.03,1691756,3.20085E+14,,,0.47
09-01-2019,TCS,1893.55,1907.4,1919,1866.7,1884.6,1886.95,1897.56,2414376,4.58142E+14,120123,996472,0.4127
10-01-2019,TCS,1886.95,1890,1905,1872.1,1883,1888.55,1891.77,,5.77645E+14,123512,1290181,0.4225
11-01-2019,TCS,1888.55,1870,1875,1835,1843.45,1842.55,1849.37,9209862,1.70324E+15,290559,2969901,0.3225
14-01-2019,TCS,,1850,1851,1810,,1813.25,1817.21,3615370,6.56989E+14,,2059040,0.5695
15-01-2019,TCS,,1810,1869.35,,1866,,1857.55,7711653,1.43248E+15,199057,1656095,0.2148
16-01-2019,TCS,1867.8,1870,1875,1847,1873.95,1870.15,1861.89,2359280,4.39272E+14,131093,1033927,
17-01-2019,TCS,1870.15,1878,1898,1871.3,1895,,1887.33,2625816,4.95579E+14,124983,1357445,0.517
18-01-2019,TCS,1894.3,1881,1904.2,,1899.5,1900.65,1891.36,1683728,3.18454E+14,110667,811536,0.482
21-01-2019,TCS,1900.65,1902,1932,1895.45,1903.5,1908.7,1916.27,2409803,,119665,1055927,0.4382
22-01-2019,TCS,1908.7,1907.1,1918.25,1890,1896.7,1901.9,1902.97,2457093,4.67576E+14,186202,1563235,0.6362
23-01-2019,TCS,,1901,1906.1,1870,1881,1875.6,1882.8,2578169,4.85418E+14,116599,,
24-01-2019,TCS,1875.6,1884.8,1905.25,1875,1902,1901.55,1893.8,1962927,,109822,967677,0.493
,TCS,1901.55,1902,1935,1901,1919.5,1920.8,1921.92,,4.47247E+14,96992,1023079,0.4396
28-01-2019,TCS,1920.8,1933,1962,1925.5,1960,1955,1948.39,2769033,5.39514E+14,108034,1458544,0.5267
29-01-2019,TCS,1955,1962,1989.05,1936.65,1983.35,1982.75,1959.99,2557626,,120832,1311491,0.5128
