Date,Symbol,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
07-01-2020,TCS,2200.45,2200.5,2214.65,2183.8,2205,2205.85,2203.53,2429317,5.35306E+14,95018,966753,
08-01-2020,TCS,2205.85,2205,,,2253.35,2255.25,2240.22,5197454,,172815,,0.4403
09-01-2020,TCS,2255.25,2248.75,2251.95,2210,2220,2214.35,2223.77,3734173,8.30392E+14,134309,1805834,
10-01-2020,TCS,2214.35,2228,2234,2208,2213,2213.55,2219.51,1915807,4.25215E+14,102938,767417,0.4006
13-01-2020,TCS,2213.55,2217.85,2218.95,2184.7,2193,2190.35,2197.65,2843893,6.24987E+14,113645,1486327,0.5226
14-01-2020,TCS,2190.35,2195,,2195,2210,2206.9,2212.56,2948452,6.52362E+14,132106,1276382,0.4329
15-01-2020,TCS,2206.9,2213,2231,,2225.05,2226.9,2212.65,,5.79864E+14,114594,1513859,
16-01-2020,TCS,2226.9,2226.95,2249,2215,,2238.8,2235.81,3117214,6.96948E+14,113056,1736185,0.557
17-01-2020,TCS,2238.8,2240.75,2253.55,2213,,2219.1,2232.37,3281059,7.32455E+14,123528,1603410,0.4887
20-01-2020,TCS,2219.1,2194.9,,2156.2,2174,2170.35,,5817599,1.26968E+15,216725,2321286,0.399
21-01-2020,TCS,,2169.95,2186.55,2158.05,2172.35,2171.05,,1902980,4.13127E+14,115866,865491,
22-01-2020,TCS,2171.05,2181,,2173.7,2209.8,2206.9,2198.89,1773686,3.90014E+14,109240,782190,
23-01-2020,TCS,2206.9,2209.8,,2183.7,2188,2190.95,2200.81,2069866,4.55538E+14,110107,1214278,0.5866
24-01-2020,TCS,2190.95,2190.95,2190.95,2170,2185,2183.4,2179.72,1319430,2.87599E+14,55949,607438,
27-01-2020,TCS,2183.4,2189.7,2193.45,2165,2168.3,2169.25,2172.99,1549101,,62160,771303,0.4979
